orderlife_qid,label,birth,death,gedcom_name,wikidata_qid,geni_id,bucket
Q356,Bilateron Bilateria,,,Bilateron  Bilateria,,,order.life only: no geni id and no wikidata qid
Q357,Placus Placozoa,,,Placus  Placozoa,,,order.life only: no geni id and no wikidata qid
Q358,Cnider Cnidaria,,,Cnider  Cnidaria,,,order.life only: no geni id and no wikidata qid
Q359,Daihua Daihua sanqiong,,,Daihua  Daihua sanqiong,,,order.life only: no geni id and no wikidata qid
Q360,Angiosperms (flowering plants),,,/Angiosperms (flowering plants)/,,,order.life only: no geni id and no wikidata qid
Q361,Angiosperms (flowering plants),,,/Angiosperms (flowering plants)/,,,order.life only: no geni id and no wikidata qid
Q362,Coelomus Bilateria,,,Coelomus  Bilateria,,,order.life only: no geni id and no wikidata qid
Q363,Xenus Xenacoelomorpha,,,Xenus  Xenacoelomorpha,,,order.life only: no geni id and no wikidata qid
Q364,Anthus Anthozoa,,,Anthus  Anthozoa,,,order.life only: no geni id and no wikidata qid
Q365,Anaxydros Medusozoa,,,Anaxydros  /Medusozoa/,,,order.life only: no geni id and no wikidata qid
Q366,Dinomischus Dinomischus,,,Dinomischus  Dinomischus,,,order.life only: no geni id and no wikidata qid
Q367,"Magnoliids c. 10,000 spp.[43] 3-part flowers, 1-pore pollen, usu. branc",,,"/Magnoliids c. 10,000 spp.[43] 3-part flowers, 1-pore pollen, usu. branc/",,,order.life only: no geni id and no wikidata qid
Q368,"Chloranthales 77 spp.[44] Woody, apetalous",,,"/Chloranthales 77 spp.[44] Woody, apetalous/",,,order.life only: no geni id and no wikidata qid
Q369,"Monocots c. 70,000 spp.[45] 3-part flowers, 1 cotyledon, 1-pore pollen",,,"/Monocots c. 70,000 spp.[45] 3-part flowers, 1 cotyledon, 1-pore pollen/",,,order.life only: no geni id and no wikidata qid
Q370,Angiosperms (flowering plants),,,/Angiosperms (flowering plants)/,,,order.life only: no geni id and no wikidata qid
Q371,Nephrus Nephrozoa,,,Nephrus  Nephrozoa,,,order.life only: no geni id and no wikidata qid
Q372,Ceriantharia Ceriantharia,,,Ceriantharia  Ceriantharia,,,order.life only: no geni id and no wikidata qid
Q373,Hexacorallia Hexacorallia,,,Hexacorallia  Hexacorallia,,,order.life only: no geni id and no wikidata qid
Q374,Octocorallia Octocorallia,,,Octocorallia  Octocorallia,,,order.life only: no geni id and no wikidata qid
Q375,Pompom Stalked Jellyfish,,,Pompom  Stalked Jellyfish,,,order.life only: no geni id and no wikidata qid
Q376,Meduson Jellyfish,,,Meduson /Jellyfish/,,,order.life only: no geni id and no wikidata qid
Q377,Siphus Siphusauctum,,,Siphus  Siphusauctum,,,order.life only: no geni id and no wikidata qid
Q378,"Magnoliids c. 10,000 spp.[43] 3-part flowers, 1-pore pollen, usu. branc",,,"/Magnoliids c. 10,000 spp.[43] 3-part flowers, 1-pore pollen, usu. branc/",,,order.life only: no geni id and no wikidata qid
Q379,"Magnoliids c. 10,000 spp.[43] 3-part flowers, 1-pore pollen, usu. branc",,,"/Magnoliids c. 10,000 spp.[43] 3-part flowers, 1-pore pollen, usu. branc/",,,order.life only: no geni id and no wikidata qid
Q380,Acorales Link 1835,,,/Acorales Link 1835/,,,order.life only: no geni id and no wikidata qid
Q381,Monocots,,,/Monocots/,,,order.life only: no geni id and no wikidata qid
Q382,Ceratophyllus,,,/Ceratophyllales c. 6 spp.[43] aquatic plants/,,,order.life only: no geni id and no wikidata qid
Q383,"Eudicots c. 175,000 spp.[43] 4- or 5-part flowers, 3-pore pollen, usu",,,"/Eudicots c. 175,000 spp.[43] 4- or 5-part flowers, 3-pore pollen, usu/",,,order.life only: no geni id and no wikidata qid
Q384,Cambrius Nephrozoa,,,Cambrius  Nephrozoa,,,order.life only: no geni id and no wikidata qid
Q385,Scleractinia Scleractinia,,,Scleractinia  Scleractinia,,,order.life only: no geni id and no wikidata qid
Q386,Anemon Anemones,,,Anemon  Anemones,,,order.life only: no geni id and no wikidata qid
Q387,Jelly Jellyfish,,,Jelly  Jellyfish,,,order.life only: no geni id and no wikidata qid
Q388,Diplos Jellyfish,,,Diplos  Jellyfish,,,order.life only: no geni id and no wikidata qid
Q389,Ctenophora Ctenophora,,,Ctenophora  Ctenophora,,,order.life only: no geni id and no wikidata qid
Q390,Scleroctenophora Scleroctenophora,,,Scleroctenophora  Scleroctenophora,,,order.life only: no geni id and no wikidata qid
Q391,Canellales,,,/Canellales/,,,order.life only: no geni id and no wikidata qid
Q392,Piperales,,,/Piperales/,,,order.life only: no geni id and no wikidata qid
Q393,Laurales,,,/Laurales/,,,order.life only: no geni id and no wikidata qid
Q394,Magnoliales,,,/Magnoliales/,,,order.life only: no geni id and no wikidata qid
Q395,Alismatales Brown ex von Berchtold & Presl 1820,,,/Alismatales Brown ex von Berchtold & Presl 1820/,,,order.life only: no geni id and no wikidata qid
Q396,Monocots,,,/Monocots/,,,order.life only: no geni id and no wikidata qid
Q397,Spriggina  Spriggina,,,Spriggina /Spriggina/,,,order.life only: no geni id and no wikidata qid
Q398,Dutrus Deuterostome,,,Dutrus  Deuterostome,,,order.life only: no geni id and no wikidata qid
Q399,Protos Protostome,,,Protos  Protostome,,,order.life only: no geni id and no wikidata qid
Q400,Cubos Cubozoa,,,Cubos  Cubozoa,,,order.life only: no geni id and no wikidata qid
Q401,Scyphos Scyphozoa,,,Scyphos  Scyphozoa,,,order.life only: no geni id and no wikidata qid
Q402,Paras,,,Paras  /Parasitic Cnidarians/,,,order.life only: no geni id and no wikidata qid
Q403,Hydroz Hydrozoa,,,Hydroz  Hydrozoa,,,order.life only: no geni id and no wikidata qid
Q404,Tentaculata Tentaculata,,,Tentaculata  Tentaculata,,,order.life only: no geni id and no wikidata qid
Q405,Nuda Beroidae,,,Nuda  Beroidae,,,order.life only: no geni id and no wikidata qid
Q406,Black Pepper,,,/Black Pepper/,,,order.life only: no geni id and no wikidata qid
Q407,Kava,,,/Kava/,,,order.life only: no geni id and no wikidata qid
Q408,Lauraceae,,,/Lauraceae/,,,order.life only: no geni id and no wikidata qid
Q409,Nutmeg,,,Nutmeg /Myristica fragrans/,,,order.life only: no geni id and no wikidata qid
Q410,Petrosaviales Takhtajan 1997,,,/Petrosaviales Takhtajan 1997/,,,order.life only: no geni id and no wikidata qid
Q411,Monocots,,,/Monocots/,,,order.life only: no geni id and no wikidata qid
Q412,Chordatus,,,Chordatus  Chordates,,,order.life only: no geni id and no wikidata qid
Q413,Ambulus,,,Ambulus  /Ambulacraria/,,,order.life only: no geni id and no wikidata qid
Q414,Spiralius,,,Spiralius  /Spiralia/,,,order.life only: no geni id and no wikidata qid
Q415,Ectus Ecdysozoa,,,Ectus  Ecdysozoa,,,order.life only: no geni id and no wikidata qid
Q416,Polypodius,,,Polypodius  /Polypodium hydriforme/,,,order.life only: no geni id and no wikidata qid
Q417,Buddenbrock,,,Buddenbrock  /Buddenbrockia plumatellae/,,,order.life only: no geni id and no wikidata qid
Q418,Myxozoa,,,,,,order.life only: no geni id and no wikidata qid
Q419,Trachymedusae Trachymedusae,,,Trachymedusae  Trachymedusae,,,order.life only: no geni id and no wikidata qid
Q420,Hydroidolina Hydroidolina,,,Hydroidolina  Hydroidolina,,,order.life only: no geni id and no wikidata qid
Q421,Coeloplana astericola Creeping Comb Jelly,,,Coeloplana astericola  Creeping Comb Jelly,,,order.life only: no geni id and no wikidata qid
Q422,Mnemiopsis Mnemiopsis,,,Mnemiopsis  Mnemiopsis,,,order.life only: no geni id and no wikidata qid
Q423,bay laurel,,,/bay laurel/,,,order.life only: no geni id and no wikidata qid
Q424,cinnamon,,,/cinnamon/,,,order.life only: no geni id and no wikidata qid
Q425,avocado,,,/avocado/,,,order.life only: no geni id and no wikidata qid
Q426,Monocots,,,/Monocots/,,,order.life only: no geni id and no wikidata qid
Q427,Monocots,,,/Monocots/,,,order.life only: no geni id and no wikidata qid
Q428,Vertebratus Chordates,,,Vertebratus  Chordates,,,order.life only: no geni id and no wikidata qid
Q429,Tunicus Tunicates,,,Tunicus  Tunicates,,,order.life only: no geni id and no wikidata qid
Q430,Hemichus Ambulacraria,,,Hemichus /Hemichordata/,,,order.life only: no geni id and no wikidata qid
Q431,Kimberella Kimberella,,,Kimberella  Kimberella,,,order.life only: no geni id and no wikidata qid
Q432,Gnathifer Gnathifera,,,Gnathifer  Gnathifera,,,order.life only: no geni id and no wikidata qid
Q433,Ishmael Scalidophora,,,Ishmael  Scalidophora,,,order.life only: no geni id and no wikidata qid
Q434,Isaac Cryptovermes,,,Isaac  Cryptovermes,,,order.life only: no geni id and no wikidata qid
Q435,Freshwater Jellyfish Freshwater Jellyfish,,,Freshwater Jellyfish  Freshwater Jellyfish,,,order.life only: no geni id and no wikidata qid
Q436,Anthoathecata Anthoathecata,,,Anthoathecata  Anthoathecata,,,order.life only: no geni id and no wikidata qid
Q437,Siphonophorae Siphonophorae,,,Siphonophorae  Siphonophorae,,,order.life only: no geni id and no wikidata qid
Q438,Dioscoreales Brown 1835,,,/Dioscoreales Brown 1835/,,,order.life only: no geni id and no wikidata qid
Q439,Pandanales Brown ex von Berchtold & Presl 1820,,,/Pandanales Brown ex von Berchtold & Presl 1820/,,,order.life only: no geni id and no wikidata qid
Q440,Liliales Perleb 1826,,,/Liliales Perleb 1826/,,,order.life only: no geni id and no wikidata qid
Q441,Monocots,,,/Monocots/,,,order.life only: no geni id and no wikidata qid
Q442,Rene Chordates,,,Rene  Chordates,,,order.life only: no geni id and no wikidata qid
Q443,Larvaceus Larvaceans,,,Larvaceus  Larvaceans,,,order.life only: no geni id and no wikidata qid
Q444,Ascidaceus Ascidiacea,,,Ascidaceus  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q445,Acorn Enteropneusta,,,Acorn  Enteropneusta,,,order.life only: no geni id and no wikidata qid
Q446,Oak Ambulacraria,,,Oak  Ambulacraria,,,order.life only: no geni id and no wikidata qid
Q447,Odontogriphus,,,Odontogriphus  Odontogriphus,,,order.life only: no geni id and no wikidata qid
Q448,Rouphy Rouphozoa,,,Rouphy  Rouphozoa,,,order.life only: no geni id and no wikidata qid
Q449,Nematus Nematoidea,,,Nematus  Nematoidea,,,order.life only: no geni id and no wikidata qid
Q450,Lobopus Lobopoda,,,Lobopus  Lobopoda,,,order.life only: no geni id and no wikidata qid
Q451,Oceaniidae Oceaniidae,,,Oceaniidae  Oceaniidae,,,order.life only: no geni id and no wikidata qid
Q452,Velella Velella,,,Velella  Velella,,,order.life only: no geni id and no wikidata qid
Q453,Hydra Hydra,,,Hydra  Hydra,,,order.life only: no geni id and no wikidata qid
Q454,Fire coral Fire coral,,,Fire coral  Fire coral,,,order.life only: no geni id and no wikidata qid
Q455,Calycophorae nectophores,,,Calycophorae  nectophores,,,order.life only: no geni id and no wikidata qid
Q456,Cystonectae float,,,Cystonectae  float,,,order.life only: no geni id and no wikidata qid
Q457,Physonectae nectophores and float,,,Physonectae  nectophores and float,,,order.life only: no geni id and no wikidata qid
Q458,Asparagales Link 1829,,,/Asparagales Link 1829/,,,order.life only: no geni id and no wikidata qid
Q459,Commelinids,,,/Commelinids/,,,order.life only: no geni id and no wikidata qid
Q460,Hemos Chordates,,,Hemos  Chordates,,,order.life only: no geni id and no wikidata qid
Q461,Stolidos Ascidiacea,,,Stolidos  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q462,Proteus Ascidiacea,,,Proteus  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q463,Biscarpon Stem Echinoderms,,,Biscarpon  Stem Echinoderms,,,order.life only: no geni id and no wikidata qid
Q464,Pterobronk Pterobranchia,,,Pterobronk  Pterobranchia,,,order.life only: no geni id and no wikidata qid
Q465,Molluscus Molluscs,,,,,,order.life only: no geni id and no wikidata qid
Q466,Symbion Symbion,,,Symbion  Symbion,,,order.life only: no geni id and no wikidata qid
Q467,Papyra Platyhelminthes,,,Papyra  Platyhelminthes,,,order.life only: no geni id and no wikidata qid
Q468,Rhombos Rhombozoa?Dicyemida Dicyemida,,,Rhombos  Rhombozoa?Dicyemida,,,order.life only: no geni id and no wikidata qid
Q469,Maria the Fairhaired Gastrotricha,,,Maria the Fairhaired  Gastrotricha,,,order.life only: no geni id and no wikidata qid
Q470,Nematus Nematoda,,,,,,order.life only: no geni id and no wikidata qid
Q471,Nemarth,,,Nemarth  .Nematomorpha/,,,order.life only: no geni id and no wikidata qid
Q472,Onychodictyon Onychodictyon,,,Onychodictyon  Onychodictyon,,,order.life only: no geni id and no wikidata qid
Q473,Immortal jellyfish Immortal jellyfish,,,Immortal jellyfish  Immortal jellyfish,,,order.life only: no geni id and no wikidata qid
Q474,Asparagus,,,/Asparagus/,,,order.life only: no geni id and no wikidata qid
Q475,Arecales Bromhead 1840,,,/Arecales Bromhead 1840/,,,order.life only: no geni id and no wikidata qid
Q476,Commelinids,,,/Commelinids/,,,order.life only: no geni id and no wikidata qid
Q477,Hausa Chordates,,,Hausa  Chordates,,,order.life only: no geni id and no wikidata qid
Q478,Thallasus Ascidiacea,,,Thallasus  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q479,Enterogon Ascidiacea,,,Enterogon  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q480,Ctenocyston Ctenocystoidea,,,Ctenocyston  Ctenocystoidea,,,order.life only: no geni id and no wikidata qid
Q481,Cincton Stem Echinoderms,,,Cincton  Stem Echinoderms,,,order.life only: no geni id and no wikidata qid
Q482,Testar Testaria,,,Testar  Testaria,,,order.life only: no geni id and no wikidata qid
Q483,Solenogastres Solenogastres,,,Solenogastres  Solenogastres,,,order.life only: no geni id and no wikidata qid
Q484,Caudofoveata Caudofoveata,,,Caudofoveata  Caudofoveata,,,order.life only: no geni id and no wikidata qid
Q485,Halwaxiida,,,Halwaxidus  Halwaxida,Q5643790,,"MISSING: on wikidata, no geni link, not in our tree"
Q486,Lophophorata,,,,,,order.life only: no geni id and no wikidata qid
Q487,Annelidus Annelids,,,Annelidus  Annelids,,,order.life only: no geni id and no wikidata qid
Q488,Flavio Platyhelminthes,,,Flavio  Platyhelminthes,,,order.life only: no geni id and no wikidata qid
Q489,Tactopus Onychodictyon,,,Tactopus  Onychodictyon,,,order.life only: no geni id and no wikidata qid
Q490,Xenu Onychodictyon,,,Xenu  Onychodictyon,,,order.life only: no geni id and no wikidata qid
Q491,Poales Small 1903,,,/Poales Small 1903/,,,order.life only: no geni id and no wikidata qid
Q492,Commelinids,,,/Commelinids/,,,order.life only: no geni id and no wikidata qid
Q493,Haikus Chordates,,,Haikus  Chordates,,,order.life only: no geni id and no wikidata qid
Q494,Dolios Ascidiacea,,,Dolios  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q495,Pyros Ascidiacea,,,Pyros  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q496,Salpus Ascidiacea,,,Salpus  Ascidiacea,,,order.life only: no geni id and no wikidata qid
Q497,Soluton Soluta (echinoderm),,,Soluton  Soluta (echinoderm),,,order.life only: no geni id and no wikidata qid
Q498,Chiton Horizontus Chiton,,,Chiton Horizontus  Chiton,,,order.life only: no geni id and no wikidata qid
Q499,Conchifer Verticus Conchifera,,,Conchifer Verticus  Conchifera,,,order.life only: no geni id and no wikidata qid
Q500,Wiwaxia the spiny Wiwaxia,,,Wiwaxia the spiny  Wiwaxia,,,order.life only: no geni id and no wikidata qid
Q501,Bryan,,,Bryozoa  Bryozoa,,,order.life only: no geni id and no wikidata qid
Q502,Father,,,Father /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q503,Mother,,,Mother /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q504,Paternal grandfather,,,Paternal grandfather /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q505,Paternal grandmother,,,Paternal grandmother /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q506,Maternal grandfather,,,Maternal grandfather /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q507,Maternal grandmother,,,Maternal grandmother /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q508,Paternal great-grandfather,,,Paternal great-grandfather /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q509,Paternal great-grandmother,,,Paternal great-grandmother /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q510,Paternal great-grandfather,,,Paternal great-grandfather /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q511,Paternal great-grandmother,,,Paternal great-grandmother /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q512,Maternal great-grandfather,,,Maternal great-grandfather /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q513,Maternal great-grandmother,,,Maternal great-grandmother /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q514,Maternal great-grandfather,,,Maternal great-grandfather /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q515,Maternal great-grandmother,,,Maternal great-grandmother /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q516,5-generation ancestor [Ahnentafel 16],,,5-generation ancestor [Ahnentafel 16] /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q517,5-generation ancestor [Ahnentafel 17],,,5-generation ancestor [Ahnentafel 17] /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q518,5-generation ancestor [Ahnentafel 18],,,5-generation ancestor [Ahnentafel 18] /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q519,5-generation ancestor [Ahnentafel 19],,,5-generation ancestor [Ahnentafel 19] /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q520,5-generation ancestor [Ahnentafel 20],,,5-generation ancestor [Ahnentafel 20] /Shisojin/,,,order.life only: no geni id and no wikidata qid
Q521,5-generation ancestor [Ahnentafel 21],,,5-generation ancestor [Ahnentafel 21] /Shisojin/,,,order.life only: no geni id and no wikidata qid
