kind,name,people,scripts,verdict,qids
family,潁川鄢陵,42,Han,no item — could be created,
family,宋州宋城,42,Han,no item — could be created,
family,秦州成紀,42,Han,no item — could be created,
family,Roberts,41,Latin,has an item,Q1646493
family,Tiffany,41,Latin,has an item,Q16884688
family,Sparre,41,Latin,has an item,Q30136491
family,Nerabø,41,Latin,no item — could be created,
family,Cooke,41,Latin,has an item,Q658676
family,de Beaujeu,41,Latin,has an item,Q63442192
family,Kjosavik,41,Latin,no item — could be created,
family,de Créquy,41,Latin,has an item,Q105611778
family,Olson,41,Latin,no item — could be created,
family,Dyre,41,Latin,has an item,Q36879902
family,Bø,41,Latin,no item — could be created,
family,Sømme,41,Latin,has an item,Q35026422
family,Brooks,41,Latin,has an item,Q1354011
family,Poyntz,41,Latin,has an item,Q7237008
family,Daniel,41,Latin,has an item,Q110588440
family,Rector,41,Latin,has an item,Q16881936
family,生駒,41,Han,no item — could be created,
family,一条,41,Han,no item — could be created,
family,植村,41,Han,no item — could be created,
family,von Salm,41,Latin,has an item,Q105181136
family,林,41,Han,no item — could be created,
family,Nomeland,41,Latin,no item — could be created,
family,Al-Qaysi,41,Latin,no item — could be created,
family,Gonzaga,41,Latin,has an item,Q22992247
family,Anda,41,Latin,has an item,Q16479635
family,仙石,41,Han,no item — could be created,
family,LÀI 赖,41,Han+Latin,no item — could be created,
family,Conway,40,Latin,has an item,Q16865734
family,Ænes,40,Latin,no item — could be created,
family,Geer,40,Latin,has an item,Q28605695
family,de Hauteville,40,Latin,no item — could be created,
family,Komnenos,40,Latin,several items share the label,Q163814 | Q80702611
family,Johns,40,Latin,has an item,Q16871196
family,de Melun,40,Latin,no item — could be created,
family,Heier,40,Latin,no item — could be created,
family,Pierce,40,Latin,has an item,Q14921982
family,長樂信都,40,Han,no item — could be created,
family,吳興,40,Han,no item — could be created,
family,杭州錢塘,40,Han,no item — could be created,
family,кн. Дулов,40,Cyrillic,no item — could be created,
family,廬江灊縣,40,Han,no item — could be created,
family,Al-Bahrani,40,Latin,no item — could be created,
family,幽州范陽,40,Han,no item — could be created,
family,平江崑山,40,Han,no item — could be created,
family,貝州清河,40,Han,no item — could be created,
family,Schweizer,39,Latin,has an item,Q2255868
family,Talberg,39,Latin,no item — could be created,
family,Abbe,39,Latin,has an item,Q16001355
family,Vik,39,Latin,has an item,Q21446378
family,Grey,39,Latin,has an item,Q2703557
family,الهاشمي,39,Arabic,no item — could be created,
family,Ōkubo,39,Latin,has an item,Q21449469
family,Ims,39,Latin,no item — could be created,
family,Fossmork,39,Latin,no item — could be created,
family,von Habsburg,39,Latin,no item — could be created,
family,Sánchez,39,Latin,several items share the label,Q1158617 | Q28912875
family,de Sully,39,Latin,has an item,Q101014826
family,verch Brychan,39,Latin,no item — could be created,
family,de Craon,39,Latin,has an item,Q105818166
family,Marsvin,39,Latin,has an item,Q119240871
family,Hutchinson,39,Latin,has an item,Q21501619
family,Stebbins,39,Latin,no item — could be created,
family,Henriksen,39,Latin,has an item,Q21492192
family,Beck,39,Latin,has an item,Q2659856
family,Wilson,39,Latin,has an item,Q1645480
family,西園寺,39,Han,no item — could be created,
family,秦,39,Han,no item — could be created,
family,الكناني,39,Arabic,no item — could be created,
family,Murat,39,Latin,has an item,Q19687088
family,Nessa,39,Latin,no item — could be created,
family,Mayer,39,Latin,has an item,Q13725587
family,القيسي,39,Arabic,no item — could be created,
family,Whitehead,39,Latin,has an item,Q15709639
family,Qiū 邱,39,Han+Latin,no item — could be created,
family,Campany,39,Latin,no item — could be created,
family,FILIPPINI,39,Latin,has an item,Q21493366
family,Bateman,39,Latin,has an item,Q20979432
family,Thrane,38,Latin,has an item,Q21507392
family,Meland,38,Latin,has an item,Q27892728
family,Eriksdatter,38,Latin,no item — could be created,
family,Shelton,38,Latin,has an item,Q26224011
family,孛兒只斤,38,Han,no item — could be created,
family,Helland,38,Latin,has an item,Q30085478
family,Moniz,38,Latin,has an item,Q21492498
family,Ames,38,Latin,has an item,Q12784464
family,de Dampierre,38,Latin,has an item,Q105476892
family,Ulfstand,38,Latin,has an item,Q49963450
family,Hansson,38,Latin,has an item,Q21507480
family,Young,38,Latin,has an item,Q12678727
family,Stewart,38,Latin,has an item,Q2801971
family,von Nassau,38,Latin,no item — could be created,
family,Merrill,38,Latin,has an item,Q16876847
family,Judd,38,Latin,has an item,Q37537931
family,Haynie,38,Latin,no item — could be created,
family,Guerra de la Garza,38,Latin,no item — could be created,
family,de Limoges,38,Latin,has an item,Q104832197
family,Ådneram,38,Latin,no item — could be created,
family,Gardner,38,Latin,has an item,Q1700760
family,d'Ibelin,38,Latin,no item — could be created,
family,鷹司,38,Han,no item — could be created,
family,菅原,38,Han,no item — could be created,
family,韓,38,Han,no item — could be created,
family,Relf,38,Latin,has an item,Q20826817
family,Viegas,37,Latin,no item — could be created,
family,Ebbesen,37,Latin,has an item,Q30307497
family,Willis,37,Latin,has an item,Q17149756
family,Kenner,37,Latin,has an item,Q16871337
family,Al-Thaqafi,37,Latin,no item — could be created,
family,Hellestø,37,Latin,no item — could be created,
family,Morris,37,Latin,has an item,Q2780710
family,Martins,37,Latin,has an item,Q1905655
family,di Capua,37,Latin,no item — could be created,
family,de Genève,37,Latin,no item — could be created,
family,de Vermandois,37,Latin,has an item,Q98141623
family,Ewell,37,Latin,has an item,Q16275773
family,Flores de Abrego,37,Latin,no item — could be created,
family,Judson,37,Latin,has an item,Q16290335
family,Kellogg,37,Latin,has an item,Q16871329
family,de Châlon,37,Latin,has an item,Q104854484
family,Johnson,37,Latin,has an item,Q1158485
family,吉田,37,Han,no item — could be created,
family,Hurst,37,Latin,has an item,Q1638721
family,Munch,37,Latin,several items share the label,Q14753639 | Q16877606
family,Ярославский,37,Cyrillic,no item — could be created,
family,de Polignac,37,Latin,has an item,Q105532696
family,הכהן רפא,37,Hebrew,no item — could be created,
family,施,37,Han,no item — could be created,
family,Bild,36,Latin,has an item,Q7146554
family,de Castilla,36,Latin+Masculine,has an item,Q99907853
family,de Boulogne,36,Latin,has an item,Q104854476
family,العبشمي,36,Arabic,no item — could be created,
family,Christensen,36,Latin,has an item,Q21483014
family,Flores,36,Latin,has an item,Q1397072
family,Przemyslid,36,Latin,no item — could be created,
family,Patterson,36,Latin,has an item,Q2792882
family,Sprague,36,Latin,has an item,Q36909949
family,Sørland,36,Latin,no item — could be created,
family,Paynel,36,Latin,no item — could be created,
family,Waaland,36,Latin,no item — could be created,
family,Olsdotter,36,Latin,has an item,Q123189983
family,Brandão,36,Latin,several items share the label,Q21492087 | Q37071324
family,井伊,36,Han,no item — could be created,
family,高木,36,Han,no item — could be created,
family,القضاعي,36,Arabic,no item — could be created,
family,Ericsson,36,Latin,has an item,Q1353715
family,Ward,36,Latin,has an item,Q2549042
family,Al-Qaydari,36,Latin,no item — could be created,
family,de Lancastre,36,Latin,no item — could be created,
family,會稽山陰,36,Han,no item — could be created,
family,Srikrishna,36,Latin,no item — could be created,
family,泉州永春,36,Han,no item — could be created,
family,Сугорский,36,Cyrillic,no item — could be created,
family,Вадбольский,36,Cyrillic,no item — could be created,
family,河間鄚縣,36,Han,no item — could be created,
family,潤州,36,Han,no item — could be created,
family,Chiang,36,Latin,no item — could be created,
family,서,36,Hangul,no item — could be created,
family,Рюриковичи,35,Cyrillic,no item — could be created,
family,Murray,35,Latin,several items share the label,Q1308329 | Q482822
family,Bordžiginas,35,Latin,no item — could be created,
family,d'Arles,35,Latin,has an item,Q63439035
family,Habsburg-Lothringen,35,Latin,has an item,Q24957539
family,Richardson,35,Latin,has an item,Q1479191
family,Sør-Kolnes,35,Latin,no item — could be created,
family,Sørbø,35,Latin,no item — could be created,
family,Hastings,35,Latin,has an item,Q16276453
family,Russell,35,Latin,has an item,Q1158262
family,Pehrsson,35,Latin,has an item,Q2067501
family,Billung,35,Latin,no item — could be created,
family,Al-Qadiri,35,Latin,no item — could be created,
family,Fuller,35,Latin,has an item,Q1158382
family,de Miranda,35,Latin,no item — could be created,
family,近衛,35,Han,no item — could be created,
family,堀田,35,Han,no item — could be created,
family,小出,35,Han,no item — could be created,
family,George,35,Latin,has an item,Q1260558
family,Reuß,35,Latin,has an item,Q16882027
family,Watson,35,Latin,has an item,Q1184721
family,Engelsvåg,35,Latin,no item — could be created,
family,Flores de Valdez,35,Latin,no item — could be created,
family,建昌南豐,35,Han,no item — could be created,
family,Eilertsen,34,Latin,no item — could be created,
family,Lange,34,Latin,has an item,Q16102227
family,Асенина,34,Cyrillic,no item — could be created,
family,van Nassau,34,Latin,no item — could be created,
family,Johannesen,34,Latin,has an item,Q1698803
family,Fox,34,Latin,has an item,Q1158210
family,الإدريسي,34,Arabic,no item — could be created,
family,Al-Qurashi,34,Latin,no item — could be created,
family,Seim,34,Latin,has an item,Q30088373
family,de Vasconcelos,34,Latin,has an item,Q99908148
family,Christensdatter,34,Latin,no item — could be created,
family,Adkins,34,Latin,has an item,Q21488854
family,Allen,34,Latin,has an item,Q2648323
family,de Joinville,34,Latin,no item — could be created,
family,Nilsdatter,34,Latin,has an item,Q122837798
family,de Glandevès,34,Latin,no item — could be created,
family,Ventimiglia,34,Latin,has an item,Q37029237
family,d'Armagnac,34,Latin,has an item,Q98889499
family,de Bar,34,Latin,has an item,Q98890807
family,Kjerland,34,Latin,no item — could be created,
family,García,34,Latin,several items share the label,Q29014547 | Q980636
family,de Abreu,34,Latin,no item — could be created,
family,Muñoz,34,Latin,has an item,Q1670164
family,López,34,Latin,several items share the label,Q1158701 | Q26078995
family,Bildt,34,Latin,has an item,Q27183239
family,斎藤,34,Han,no item — could be created,
family,土岐,34,Han,no item — could be created,
family,Coutinho,34,Latin,has an item,Q21507583
family,Colt,34,Latin,has an item,Q16865695
family,Egypt,34,Latin,no item — could be created,
family,Justus,34,Latin,has an item,Q16871225
family,Rockwell,34,Latin,has an item,Q25114481
family,부여,34,Hangul+Latin,no item — could be created,
family,熊,34,Han,no item — could be created,
family,韋,34,Han,no item — could be created,
family,신,34,Hangul,no item — could be created,
family,汴州開封,34,Han,no item — could be created,
family,會稽餘姚,34,Han,no item — could be created,
family,趙州,34,Han,no item — could be created,
family,京兆高陵,34,Han,no item — could be created,
family,樂浪,34,Han,no item — could be created,
family,Kvåle,33,Latin,no item — could be created,
family,de Béarn,33,Latin,has an item,Q105818540
family,Magnusson,33,Latin,several items share the label,Q15833356 | Q23536498
family,Reno,33,Latin,has an item,Q18331503
family,von Kleve,33,Latin,no item — could be created,
family,Tyng,33,Latin,has an item,Q21513102
family,Morley,33,Latin,has an item,Q16279729
family,Linnell,33,Latin,has an item,Q21510742
family,Huitfeldt,33,Latin,has an item,Q1636179
family,Suleskar,33,Latin,no item — could be created,
family,Cockrell,33,Latin,has an item,Q1105306
family,de Valois,33,Latin,has an item,Q105348467
family,van Limburg,33,Latin,no item — could be created,
family,ab Owain,33,Latin,no item — could be created,
family,Njå,33,Latin,no item — could be created,
family,Foss,33,Latin,has an item,Q16870001
family,秋山,33,Han,no item — could be created,
