orderlife_qid,label,wikidata_qid,geni_id,already_on
Q7098,Kamitsukeno no Taji,Q11359475,,Q11359475
Q7100,Soga no Iname,Q595897,,Q595897
Q7102,Nakatomi no Mahito,Q97160687,,Q97160687
Q7105,Mononobe Arayama,Q11570700,,Q11570700
Q7110,Princess Tashiraka,Q11075749,,Q11075749
Q7111,Tachibana no Nakatsu,Q11121925,,Q11121925
Q7112,Buretsu,Q334644,,Q334644
Q7113,Kasuga no Yamada no Himemiko,Q11088803,,Q11088803
Q7114,Princess Naniwa no Ono,Q11659541,,Q11659541
Q7115,Wani Fukame,Q97636251,,Q97636251
Q7116,Kibi no Kamitsumichi no Tasa,Q52320135,,Q52320135
Q7117,Kibi no Kamitsumichi no Ekimi,Q55526075,,Q55526075
Q7118,Kibi no Kamitsumichi no Otokimi,Q55525906,,Q55525906
Q7119,Furihime,Q28415396,,Q28415396
Q7120,Keitai,Q349277,,Q349277
Q7121,Bidatsu,Q316637,,Q316637
Q7123,Princess Uji no Shitsukai,Q97342128,,Q97342128
Q7125,Noriomi Sato,Q108043496,,Q108043496
Q7126,Kate no Sukune,Q134863071,,Q134863071
Q7127,Narawake,Q17227081,,Q17227081
Q7129,Soga no Kitashihime,Q7554458,,Q7554458
Q7130,Oane-no-kimi,Q11625199,,Q11625199
Q7131,Soga no Umako,Q1191233,,Q1191233
Q7132,Sakaibe no Marise,Q7402774,,Q7402774
Q7133,Soga no Ishikina,Q11625206,,Q11625206
Q7135,Nakatomi no Kamako,Q11366916,,Q11366916
Q7136,Monobe Asa Sara,Q97162396,,Q97162396
Q7137,Mononobe no Okoshi,Q11570693,,Q11570693
Q7141,Wani Hizume,Q97636250,,Q97636250
Q7142,Kinmei,Q329792,,Q329792
Q7143,Senka,Q329728,,Q329728
Q7144,Ishihime,Q11585498,,Q11585498
Q7145,Kura no Wayaka-Hime,Q106097469,,Q106097469
Q7149,Ankan,Q241765,,Q241765
Q7151,Owari no Mekohime,Q106095999,,Q106095999
Q7152,Princess Hae,Q108043641,,Q108043641
Q7153,Kansaki no Himemiko,Q96715460,,Q96715460
Q7155,Anahobe no Hashihito no Himemiko,Q11597250,,Q11597250
Q7156,Suiko,Q298057,,Q298057
Q7157,Imperial Prince Sakurai,Q11537858,,Q11537858
Q7158,Imperial Prince Iso no Kami,Q11584769,,Q11584769
Q7159,Imperial Prince Iso no Kami Be,Q11584775,,Q11584775
Q7160,Imperial Prince Amatsukabe Anahobe,Q11597248,,Q11597248
Q7161,Imperial Prince Katsuraki,Q11620913,,Q11620913
Q7162,Sushun,Q349238,,Q349238
Q7164,Ominako no Iratsume,Q97342104,,Q97342104
Q7165,Princess Uji no Shitsukahi,Q10509070,,Q10509070
Q7166,Prince Takeda,Q11599359,,Q11599359
Q7167,Woharida,Q11459566,,Q11459566
Q7168,Prince Wohari,Q11620912,,Q11620912
Q7169,Princess Tame,Q11577210,,Q11577210
Q7170,Prince Naniha,Q11659560,,Q11659560
Q7171,Prince Kasuga,Q11513657,,Q11513657
Q7172,Prince Ohomata,Q11437415,,Q11437415
Q7173,Nukate-hime,Q11604780,,Q11604780
Q7174,Owari no Miko,Q89517460,,Q89517460
Q7175,Sakurai no Yumihari,Q92923028,,Q92923028
Q7176,Jomei,Q329761,,Q329761
Q7177,Chinu,Q11617199,,Q11617199
Q7181,Naruko no Sukune,Q134850160,,Q134850160
Q7182,Toneri no himemiko,Q106095792,,Q106095792
Q7183,Umaraki no miko,Q17217551,,Q17217551
Q7184,Prince Yakabe,Q11448998,,Q11448998
Q7185,Futohime,Q11443857,,Q11443857
Q7186,Kamaashi-hime,Q106118985,,Q106118985
Q7187,Soga no Zentoko,Q11625196,,Q11625196
Q7188,Soga no Kuramaro,Q11625195,,Q11625195
Q7189,Soga no Emishi,Q1292368,,Q1292368
Q7190,Kawakami no Iratsume,Q11553322,,Q11553322
Q7191,Tojiko no Iratsume,Q11396062,,Q11396062
Q7193,Prince Tame,Q11577211,,Q11577211
Q7194,Ki no Ushi,Q11605010,,Q11605010
Q7195,Nakatomi no Kuroda,Q91090287,,Q91090287
Q7196,Katsumi Nakatomi,Q11366909,,Q11366909
Q7197,Mononobe no Arakabi,Q1114837,,Q1114837
Q7198,Mononobe no Moriya,Q2424736,,Q2424736
Q7199,Mononobe no Nieko,Q66364896,,Q66364896
Q7202,Nukako,Q106097689,,Q106097689
Q7205,Prince Honowo,Q11566944,,Q11566944
Q7206,Owari no Kusaka,Q11465318,,Q11465318
Q7209,prince Kume,Q11523737,,Q11523737
Q7210,Prince Ekuri,Q11547041,,Q11547041
Q7211,Prince Manda,Q11617932,,Q11617932
Q7212,Satomi no Himemiko,Q11383115,,Q11383115
Q7213,Princess Kibitsu-Hime,Q11412643,,Q11412643
Q7215,Hachiko,Q7244045,,Q7244045
Q7216,Taima no miko,Q11487858,,Q11487858
Q7219,Nakako Ono,Q92923013,,Q92923013
Q7227,Soga no Tetsuki no Iratsume,Q14864343,,Q14864343
Q7229,Tenji,Q314802,,Q314802
Q7230,Hashihito,Q11655373,,Q11655373
Q7231,Tenmu,Q335181,,Q335181
Q7234,Daiki Ono,Q97478950,,Q97478950
Q7236,Yamato no Agoko,Q55406552,,Q55406552
Q7237,Maro no Sukune,Q134863418,,Q134863418
Q7238,Soga no Kurayamada no Ishikawa no Maro,Q3488899,,Q3488899
Q7240,Soga no Murajiko,Q11625207,,Q11625207
Q7241,Soga no Akae,Q11625208,,Q11625208
Q7242,Hatayasu Soga,Q11625201,,Q11625201
Q7243,Soga no Iruka,Q736621,,Q736621
Q7245,Yamatonoaya no Koma,Q10870554,6000000210408647882,Q10870554
Q7246,Prince Yamashiro,Q3137695,,Q3137695
Q7248,Ki no Maro,Q11605129,,Q11605129
Q7253,Nakatomi no Tokiwa,Q91089971,,Q91089971
Q7254,Enoi No Okimi,Q11521581,,Q11521581
Q7257,Chikyu Owari,Q97706282,,Q97706282
Q7259,Kashiwade no Hokikimo no Iratsume,Q11612414,,Q11612414
Q7260,Princess Umayako,Q11667952,,Q11667952
Q7261,Princess Tsukishine,Q88919919,,Q88919919
Q7266,Toyohama Taima,Q17225062,,Q17225062
Q7268,Ono no Imoko,Q1284072,,Q1284072
Q7269,Yoshi Tsutomuo,Q11608781,,Q11608781
Q7271,Michi no Tomi,Q30936747,,Q30936747
Q7272,Empress Yamato,Q5374641,,Q5374641
Q7273,Soga no Ochi-no-iratsume,Q11642123,,Q11642123
Q7274,Soga no Mei-no-iratsume,Q11447356,,Q11447356
Q7275,Soga no Hitachi-no-iratsume,Q11481701,,Q11481701
Q7276,Abe no Tachibana-no-iratsume,Q11544228,,Q11544228
Q7278,Princess Nukata,Q119461,,Q119461
Q7281,Prince Takeru,Q11486685,,Q11486685
Q7282,Princess Minabe,Q7244758,,Q7244758
Q7283,Genmei,Q233224,,Q233224
Q7284,Princess Yamanobe,Q3138027,,Q3138027
Q7285,Princess Asuka,Q3275328,,Q3275328
Q7286,Niitabe,Q6647029,,Q6647029
Q7287,Shiki no miko,Q11072254,,Q11072254
Q7289,Prince Kawashima,Q11055223,,Q11055223
Q7290,Abe no Miko,Q11658003,,Q11658003
Q7291,Aga no Hime Miko,Q11658012,,Q11658012
Q7293,Izumi,Q7244656,,Q7244656
Q7294,Minushi,Q7244760,,Q7244760
Q7295,Fujiwara no Fuhito,Q177517,,Q177517
Q7296,Ioe no Iratsume,Q3154069,,Q3154069
Q7297,Hikami no Iratsume,Q11549546,,Q11549546
Q7299,Amako no iratsume,Q11464914,,Q11464914
Q7300,Shishihito no Kajihime no Iratsume,Q48765570,,Q48765570
Q7301,Prince Kusakabe,Q1046438,,Q1046438
Q7304,Naga,Q3403340,,Q3403340
Q7305,Yuge,Q3076827,,Q3076827
Q7307,Princess Tajima,Q7244845,,Q7244845
Q7310,Ki,Q859218,,Q859218
Q7311,Takata,Q858974,,Q858974
Q7313,Prince Takechi,Q837590,,Q837590
Q7314,Osakabe no Miko,Q3403344,,Q3403344
Q7315,Prince Shiki,Q11587953,,Q11587953
Q7316,Hatsusebe,Q7244631,,Q7244631
Q7317,Taki-no-himemiko,Q985724,,Q985724
Q7323,Nakui no Atai,Q134863502,,Q134863502
Q7338,Ki no Maro's daughter (Fujiwara no Nakamaro's wife),Q106172065,,Q106172065
Q7340,Ki no Maro's daughter (Fujiwara no Muchimaro's wife),Q106174950,,Q106174950
Q7341,Ki no Sukunamaro,Q106184014,,Q106184014
Q7342,Nakatomi no Omimaro,Q11366913,,Q11366913
Q7343,Nakatomi no Hiromi,Q17226786,,Q17226786
Q7344,Tajihi no Shima,Q11430835,,Q11430835
Q7346,Nakatomi no Katanoko,Q91089384,,Q91089384
Q7349,Otohiko Owari,Q97706283,,Q97706283
Q7350,Kashiwade-no-Katabuko,Q57887936,,Q57887936
Q7352,Taima no Kunimi,Q11487829,,Q11487829
Q7353,Ono no Emishi,Q11034987,,Q11034987
Q7354,lady Otomo,Q106091111,,Q106091111
Q7355,Agata Inukai no Michiyo,Q11582685,,Q11582685
Q7356,Tachibana no Moroe,Q3135863,,Q3135863
Q7357,Tachibana no Sai,Q11544192,,Q11544192
Q7358,Muro no Ookimi,Q11570272,,Q11570272
Q7361,Michi no Maro,Q114418474,,Q114418474
Q7362,Abe no Uchimaro,Q11657240,,Q11657240
Q7363,Abe no Miushi,Q11657245,,Q11657245
Q7364,Prince Kagami,Q22131106,,Q22131106
Q7366,Fujiwara no Kamatari,Q433995,,Q433995
Q7368,Prince Nagaya,Q1963492,,Q1963492
Q7370,Monmu,Q357246,,Q357246
Q7372,Ki no Tochihime,Q24868439,,Q24868439
Q7375,Prince Yuhara,Q20203574,,Q20203574
Q7381,Fujiwara no Mimimotoji,Q11610743,,Q11610743
Q7383,Princess Ichishi-hime,Q11429638,,Q11429638
Q7386,Kamo no Hime,Q13635333,,Q13635333
Q7387,Fujiwara no Nagako,Q13635359,,Q13635359
Q7388,Fujiwara no Miyako,Q11623185,,Q11623185
Q7389,Fujiwara no Fusasaki,Q2173602,,Q2173602
Q7390,Fujiwara no Muchimaro,Q1890878,,Q1890878
Q7392,Fujiwara no Umakai,Q1370638,,Q1370638
Q7393,Fujiwara no Maro,Q426317,,Q426317
Q7394,Fujiwara no Tobino,Q11623130,,Q11623130
Q7396,Munakata no Tokuzen,Q11451927,,Q11451927
Q7399,Fun'ya no Kiyomi,Q11499947,,Q11499947
Q7404,Tagima no Yamashiro,Q55051061,,Q55051061
Q7406,Junnin,Q329713,,Q329713
Q7426,Yukitei no Atai,Q134863513,,Q134863513
Q7432,Ki no Kotsuo,Q11605069,,Q11605069
Q7434,Fujiwara no Nakamaro,Q540305,,Q540305
Q7436,Fujiwara no Otomaro,Q11623003,,Q11623003
Q7437,Ki no Kosami,Q3825109,,Q3825109
Q7441,Azumahito Nakatomi,Q11366914,,Q11366914
Q7443,Nakatomi no Tsune,Q28689083,,Q28689083
Q7449,Tajihi no Mizumori,Q18233576,,Q18233576
Q7451,Tajihi no Agatamori,Q11430840,,Q11430840
Q7456,Nakatomi no Mikeko,Q11366911,,Q11366911
Q7467,Ono no Kenu,Q11034995,,Q11034995
Q7468,Ono no Umakai,Q17989844,,Q17989844
Q7470,Agatainukai no Azumabito,Q101199949,,Q101199949
Q7471,Tachibana no Naramaro,Q7673717,,Q7673717
Q7472,Tachibana no Konakachi,Q11544216,,Q11544216
Q7473,Tachibana no Watamo,Q18233602,,Q18233602
Q7474,Tachibana no Mikasa,Q97165784,,Q97165784
Q7475,Tachibana no Matsuga,Q97169559,,Q97169559
Q7476,Fujiwara no Nagate,Q11623368,,Q11623368
Q7477,Fujiwara no Matate,Q11623426,,Q11623426
Q7478,Fujiwara no Mitate,Q11623250,,Q11623250
Q7479,Hokuden,Q106176812,,Q106176812
Q7481,Abe no Hironiwa,Q11657244,,Q11657244
Q7493,Fujiwara no Otosada,Q11623249,,Q11623249
Q7497,Ishikawa no Tone-no-iratsume,Q108045506,,Q108045506
Q7498,Ki no Kamado-no-iratsume,Q108045569,,Q108045569
Q7502,Takano no Niigasa,Q7677188,,Q7677188
Q7503,Fujiwara no Ubuko,Q48765348,,Q48765348
Q7507,Prince Sawara,Q1079634,,Q1079634
Q7508,Emperor Kanmu,Q314846,,Q314846
Q7509,Sakahito,Q7244811,,Q7244811
Q7513,Prince Aki,Q17988299,,Q17988299
Q7516,Kamo no Emishi,Q13635349,,Q13635349
Q7518,Kasuganokura no Oyu's daughter,Q106092493,,Q106092493
Q7519,Katano no Ason's daughter,Q110343788,,Q110343788
Q7520,Fujiwara no Torikai,Q11623655,,Q11623655
Q7521,Fujiwara no Kiyokawa,Q845311,,Q845311
Q7522,Fujiwara no Uona,Q385008,,Q385008
Q7523,Fujiwara no Kaedemaro,Q11623354,,Q11623354
Q7524,Fujiwara no Ohirako,Q11623149,,Q11623149
Q7525,Fujiwara no Fusasaki's daughter,Q106092536,,Q106092536
Q7526,Abe no Sadahime,Q106153083,,Q106153083
Q7527,Fujiwara no Toyonari,Q3090678,,Q3090678
Q7528,Fujiwara no Kosemaro,Q11623220,,Q11623220
Q7529,Minami Dono,Q106153011,,Q106153011
Q7532,Kume no Wakame,Q1924598,,Q1924598
Q7534,Fujiwara no Momokawa,Q3090640,,Q3090640
Q7535,Fujiwara no Kurajimaro,Q5507529,,Q5507529
Q7536,Fujiwara no Kiyonari,Q11623381,,Q11623381
Q7537,Fujiwara no Hirotsugu,Q3090626,,Q3090626
Q7538,Fujiwara no Yoshitsugu,Q11623505,,Q11623505
Q7539,Fujiwara no Tsunate,Q11623473,,Q11623473
Q7540,Fujiwara no Tamaro,Q11623405,,Q11623405
Q7541,Fujiwara no Umakai's daughter,Q106085680,,Q106085680
Q7542,Fujiwara no Umakai's daughter (Tachibana no Naramaro's wife),Q106086937,,Q106086937
Q7543,Fujiwara no Umakai's daughter (Fujiwara no Kosemaro's wife),Q106177786,,Q106177786
Q7545,Fujiwara no Momoyoshi,Q17230101,,Q17230101
Q7546,Fujiwara no Hamanari,Q3090622,,Q3090622
Q7547,Fujiwara no Tsunatori,Q65281344,,Q65281344
Q7563,Ogura-o,Q11458997,,Q11458997
Q7567,Awata no Morone,Q28415262,,Q28415262
Q7572,Fujiwara no Karakachi,Q11623575,,Q11623575
Q7573,Yasumaro Otomo,Q11432337,,Q11432337
Q7574,Ishikawa no Iratsume,Q11585706,,Q11585706
Q7575,Otomo no Sukunamaro,Q10933541,,Q10933541
Q7584,Yamato no Tehiko,Q55407038,,Q55407038
Q7592,Ki no Momotsugu,Q11605090,,Q11605090
Q7593,Ki no Iyaoto,Q11605068,,Q11605068
Q7594,Ki no Otoio,Q16603263,,Q16603263
Q7595,Ki no Iokazu,Q107655958,,Q107655958
Q7598,Fujiwara no Mayori,Q11623424,,Q11623424
Q7599,Fujiwara no Masaki,Q11623423,,Q11623423
Q7600,Fujiwara no Kusumaro,Q11623546,,Q11623546
Q7601,Fujiwara no Asakari,Q11623342,,Q11623342
Q7604,Tokuitsu,Q7813728,,Q7813728
Q7607,Fujiwara no Torisao,Q96713082,,Q96713082
Q7611,Ki no Wakako,Q11605097,,Q11605097
Q7612,Fujiwara no Korekimi,Q11623313,,Q11623313
Q7613,Fujiwara no Korehito,Q18459619,,Q18459619
Q7614,Fujiwara no Otomaro's daughter,Q111305413,,Q111305413
Q7615,Ki no Hirohama,Q11605059,,Q11605059
Q7616,Ki no Kuimaro,Q11605005,,Q11605005
Q7617,Ki no Suenari,Q11605070,,Q11605070
Q7618,Ki no Kosami's daughter,Q106184576,,Q106184576
Q7619,Yakamori Nakatomi,Q11366908,,Q11366908
Q7626,Tajihi no Hanitsukuri,Q11430834,,Q11430834
Q7641,Ono no Oyu,Q7094424,,Q7094424
Q7642,Onoshi no Tamori,Q17989847,,Q17989847
Q7652,Awata no Hitokami's daughter,Q106087237,,Q106087237
Q7653,Tachibana no Irii,Q11544202,,Q11544202
Q7654,Tachibana no Shimadamaro,Q11544267,,Q11544267
Q7656,Tachibana no Kiyono,Q11544320,,Q11544320
Q7657,Tachibana no Kiyotomo,Q11544317,,Q11544317
Q7659,Tachibana no Momoe,Q11544332,,Q11544332
Q7661,Fujiwara no Otomo,Q11623635,,Q11623635
Q7662,Fujiwara no Ototomo,Q60990566,,Q60990566
Q7665,daughter of Fujiwara no Yoshitsugu,Q106221755,,Q106221755
Q7668,Fujiwara no Nagate's daughter,Q106225033,,Q106225033
Q7669,Fujiwara no Nagate's unknown daughter,Q106226827,,Q106226827
Q7671,Fujiwara no Uchimaro,Q11623088,,Q11623088
Q7673,Fujiwara no Managa,Q11623428,,Q11623428
Q7687,Yamato no Ototsugu,Q26248568,,Q26248568
Q7688,Haji no Maimo,Q106160924,,Q106160924
Q7692,Fujiwara no Otomuro,Q2110461,,Q2110461
Q7693,Fujiwara no Tabiko,Q11623305,,Q11623305
Q7694,Fujiwara no Yoshiko,Q11623103,,Q11623103
Q7695,Tachibana no Miiko,Q11544278,,Q11544278
Q7696,Sakanoue no Haruku,Q11424791,,Q11424791
Q7697,Kudara no Nagatsugu,Q11580786,,Q11580786
Q7698,Tajihi no Mamune,Q48760929,,Q48760929
Q7699,Fujiwara no Okuso,Q47470300,,Q47470300
Q7701,Tachibana no Tsuneko,Q48761350,,Q48761350
Q7702,Sakanoue no Matako,Q48764642,,Q48764642
Q7703,Fujiwara no Kawako Kashi,Q48765260,,Q48765260
Q7708,Fujiwara no Hirako,Q106196424,,Q106196424
Q7709,Tatiana no Irii's dother,Q106196919,,Q106196919
Q7712,Emperor Heizei,Q353558,,Q353558
Q7713,Emperor Saga,Q316654,,Q316654
Q7715,Emperor Junna,Q374136,,Q374136
Q7730,Yoshimine no Yasuyo,Q11614402,,Q11614402
Q7735,Nagaoka no Okanari,Q18234145,,Q18234145
Q7739,Ki no Iratsume,Q21855551,,Q21855551
Q7743,Kasuganokura no Oyu,Q22123236,,Q22123236
Q7745,Fujiwara no Oguromaro,Q11623210,,Q11623210
Q7749,Fujiwara no Takatori,Q11623658,,Q11623658
Q7750,Fujiwara no Washitori,Q11623659,,Q11623659
Q7751,Fujiwara no Sueshige,Q11623346,,Q11623346
Q7752,Fujiwara no Fujinari,Q11623527,,Q11623527
Q7753,Fujiwara no Mawashi,Q18234926,,Q18234926
Q7754,Fujiwara no Uona's daughter,Q106600807,,Q106600807
Q7757,Fujiwara no Sonondo,Q11623118,,Q11623118
Q7758,Fujiwara no Shironushi,Q11623119,,Q11623119
Q7760,Fujiwara no Tadamoro,Q11623478,,Q11623478
Q7761,Michi no Mushimaro's daughter,Q108873966,,Q108873966
Q7762,Fujiwara no Tsuginawa,Q966654,,Q966654
Q7763,Fujiwara no Muraji,Q18234933,,Q18234933
Q7764,Fujiwara no Ototada,Q11623004,,Q11623004
Q7766,Tajihi clan's daughter (wife of Fujiwara no Kosemaro),Q106177472,,Q106177472
Q7767,Fujiwara no Kuromaro,Q11623664,,Q11623664
Q7768,Fujiwara no Nagakawa,Q11623621,,Q11623621
Q7769,Fujiwara no Matsukuri,Q11623421,,Q11623421
Q7770,Fujiwara no Imagawa,Q11623010,,Q11623010
Q7771,Fujiwara no Kawanushi,Q11623371,,Q11623371
Q7772,Fujiwara no Sadatsugu,Q11623559,,Q11623559
Q7773,Fujiwara no Isendo,Q11623016,,Q11623016
Q7774,Fujiwara no Yuminushi,Q98734537,,Q98734537
Q7777,Fujiwara no Moroane,Q5507531,,Q5507531
Q7778,Fujiwara no Tarashiko,Q11623232,,Q11623232
Q7779,Fujiwara no Otsugu,Q3090651,,Q3090651
Q7782,Fujiwara no Tadanushi,Q11623477,,Q11623477
Q7783,Fujiwara no Tsunatsugu,Q11623474,,Q11623474
Q7791,Fujiwara no Tanetsugu,Q3090668,,Q3090668
Q7793,Abe no Komina,Q17191701,,Q17191701
Q7796,Fujiwara no Hitokazu,Q97636286,,Q97636286
Q7813,Funja no Bunshi,Q108704614,,Q108704614
Q7815,Kiyohara no Natsuno,Q11560500,,Q11560500
Q7818,Inakimi Otomo,Q11432352,,Q11432352
Q7823,Ishikawa no Kakimori,Q11585745,,Q11585745
Q7831,Ki no Natora,Q11605004,,Q11605004
Q7836,Fujiwara no Fujitsugu,Q11623525,,Q11623525
Q7837,Fujiwara no Takafusa,Q11623651,,Q11623651
Q7838,Fujiwara no Miyafusa,Q27920753,,Q27920753
Q7839,Sano no Chigami no Otome,Q21855552,,Q21855552
Q7846,Tajihi no Ujimori,Q106220802,,Q106220802
Q7858,Ono no Tsukura,Q17989850,,Q17989850
Q7862,Miyori Otomo,Q22125684,,Q22125684
Q7865,Awata no Hitokami,Q20038575,,Q20038575
Q7866,Tachibana no Nagatsugu,Q11544313,,Q11544313
Q7867,Tachibana no Nagana,Q11544312,,Q11544312
Q7868,Tachibana no Hayanari,Q1062686,,Q1062686
Q7870,Tachibana no Tsunenushi,Q11544271,,Q11544271
Q7871,Tachibana no Hasemaro,Q11544359,,Q11544359
Q7876,Tachibana no Kachiko,Q1058216,,Q1058216
Q7878,Tachibana no Ujihito,Q11544309,,Q11544309
Q7879,Tachibana no Ujikimi,Q11544310,,Q11544310
Q7880,Tachibana no Yasumanko,Q106087356,,Q106087356
Q7883,Fujiwara no Michinaga (Nanke),Q11623595,,Q11623595
Q7885,Ishikawa no Kakimori's daughter,Q106213360,,Q106213360
Q7888,Fujiwaraa no Otakawa,Q17212248,,Q17212248
Q7889,Fujiwara no Kazuko,Q97674245,,Q97674245
Q7892,Mamoru Fujiwara,Q11623531,,Q11623531
Q7895,Fujiwara no Fuyutsugu,Q3090616,,Q3090616
Q7897,Fujiwara no Manatsu,Q11623425,,Q11623425
Q7899,Fujiwara no Futakimaro,Q11623435,6000000003128141403,Q11623435
Q7901,Fujiwara no Chikanari,Q11623272,,Q11623272
Q7906,Fujiwara no Nagasada,Q17212354,,Q17212354
Q7908,Abe no Moku,Q106206003,,Q106206003
Q7915,Haji no Hodo,Q58420107,,Q58420107
Q7916,Sakanoue no Tamuramaro,Q941979,,Q941979
Q7918,Kudaranokonikishi Shuntetsu,Q11580789,,Q11580789
Q7919,Sakanoue no Karitamaro,Q3137722,6000000002843203972,Q3137722
Q7920,Fujiwara no Kadonomaro,Q11623522,,Q11623522
Q7921,Fujiwara no Michio,Q11623597,,Q11623597
Q7922,Fujiwara no Michitsugu,Q11623593,,Q11623593
Q7923,Fujiwara no Takatoshi,Q11623002,,Q11623002
Q7924,Yoshinawa Fujiwara,Q11623506,,Q11623506
Q7927,Ise no Tsugiko,Q11379118,,Q11379118
Q7928,Fujiwara no Tadanushi's eldest daughter,Q106080128,,Q106080128
Q7929,Fujiwara no Kusuko,Q10514092,,Q10514092
Q7930,Fujii no Fujiko,Q106189066,,Q106189066
Q7935,Tajihi no Takako,Q48764129,,Q48764129
Q7941,Daughter of the Awata clan,Q106247444,,Q106247444
Q32553,Seishi-naishinnō,Q108954882,,Q108954882
Q7951,Nariyoshi,Q11541388,,Q11541388
Q7952,Minamoto no Sadamu,Q11564052,,Q11564052
Q7953,Minamoto no Shizumu,Q11564329,,Q11564329
Q7955,Minamoto no Tokiwa,Q11564071,,Q11564071
Q7956,Minamoto no Akira,Q11564111,,Q11564111
Q7957,Minamoto no Kiyoshi,Q11564203,,Q11564203
Q7958,Minamoto no Hiraku,Q11564028,,Q11564028
Q7960,Minamoto no Makoto,Q6863142,,Q6863142
Q7961,Minamoto no Hiromu,Q11564084,,Q11564084
Q7962,Minamoto no Yutaka,Q11564058,,Q11564058
Q7963,Minamoto no Ikeru,Q11564228,,Q11564228
Q7964,Minamoto no Yasushi,Q11564050,,Q11564050
Q7966,Minamoto no Tsutomu,Q11564025,,Q11564025
Q7967,Minamoto no Kiyohime,Q10396037,,Q10396037
Q46648,Yoshiko-naishinnō,Q10891999,,Q10891999
Q7972,Minamoto no Masaru,Q17214243,,Q17214243
Q7975,Tsuneyo,Q11492198,,Q11492198
Q7976,Jishi,Q11547791,,Q11547791
Q7978,Nagahara no Motohime,Q48781088,,Q48781088
Q7985,Prince Yoshisada,Q17210218,,Q17210218
Q7988,Taira no Takamune,Q11483792,,Q11483792
Q7991,Taira no Takamochi,Q11483791,,Q11483791
Q8003,Munesada prince,Q22127266,,Q22127266
Q8015,Empress Dowager Hanshi,Q11573356,,Q11573356
Q8016,Ariwara no Yukihira,Q1320521,,Q1320521
Q8017,Ariwara no Narihira,Q451991,,Q451991
Q8018,Ariwara no Morihira,Q24866153,,Q24866153
Q8019,Ariwara no Nakahira,Q109328772,,Q109328772
Q8021,Yoshimine no Nagamatsu,Q11614407,,Q11614407
Q8024,Henjo,Q1035285,,Q1035285
Q8026,Ki no Shishihito,Q59134438,,Q59134438
Q8031,Hata no Shimamaro's daughter,Q106292128,,Q106292128
Q8032,Fujiwara no Ujiko,Q108072745,,Q108072745
Q8033,Fujiwara no Hoshio,Q11623308,,Q11623308
Q8034,Fujiwara no Saneo,Q11623430,,Q11623430
Q8035,Fujiwara no Masao,Q11623361,,Q11623361
Q8036,Fujiwara no Fusatsugu,Q11623476,,Q11623476
Q8037,Fujiwara no Sueshige's daughter,Q107643077,,Q107643077
Q8038,Fujiwara no Toyozawa,Q15057415,,Q15057415
Q8039,Fujiwara no Fujinari's daughter,Q109352719,,Q109352719
Q8040,Fujiwara no Nagamichi,Q17212368,,Q17212368
Q8041,Fujiwara no Hamanushi,Q11623372,,Q11623372
Q8042,Fujiwara no Sekinushi,Q28690730,,Q28690730
Q8044,Fujiwara no Yukimichi,Q11623530,,Q11623530
Q8045,Fujiwara no Yukitada,Q17212544,,Q17212544
Q8046,Fujiwara no Morosada,Q106239482,,Q106239482
Q8047,Sadanushi Fujiwara,Q11623557,,Q11623557
Q8048,Kudaranokonikishi Myoshin,Q11580793,,Q11580793
Q8053,Fujiwara no Okatsugu,Q29410748,,Q29410748
Q8055,Fujiwara no Harutsugu,Q11623311,,Q11623311
Q8056,Fujiwara no Tadanari,Q11622994,,Q11622994
Q8057,Fujiwara no Tadamori,Q11622992,,Q11622992
Q8058,Fujiwara no Mitsuko,Q11623484,,Q11623484
Q8059,Fujiwara no Murata,Q15294114,,Q15294114
Q8061,Fujiwara no Mifuji,Q17212507,,Q17212507
Q8062,Fujiwara no Takahito,Q11623652,,Q11623652
Q8066,Isonokami no Otomaro,Q11584755,,Q11584755
Q8067,Fujiwara no Hartsu,Q11623310,,Q11623310
Q8068,Fujiwara no Ieo,Q11623196,,Q11623196
Q8071,Awata no Umakai,Q27920745,,Q27920745
Q8072,Fujiwara no Sadamoto,Q11623563,,Q11623563
Q8073,Fujiwara no Sadaniwa,Q28691734,,Q28691734
Q8075,Yoshino Fujiwara,Q11623104,,Q11623104
Q8076,Hata no Asamoto,Q11366999,,Q11366999
Q8078,Fujiwara no Yotsugu,Q11622997,,Q11622997
Q8079,Fujiwara no Nakanari,Q11623015,,Q11623015
Q8080,Fujiwara no Kazuramaro,Q11623479,,Q11623479
Q8081,Fujiwara no Yamahito,Q11623212,,Q11623212
Q8091,Katami Ootomo,Q27921250,,Q27921250
Q8092,Tomo no Sugao,Q11381547,,Q11381547
Q8100,Sakanoue no Inukai,Q11424805,6000000210408779828,Q11424805
Q8101,Isonokami no Yakatsugu,Q11584760,,Q11584760
Q8104,Ki no Taneko,Q17209933,,Q17209933
Q8105,Ki no Aritsune,Q11605067,,Q11605067
Q8106,Ki no Shizuko,Q11605125,,Q11605125
Q8107,Ki no Natora's daughter,Q106253984,,Q106253984
Q8112,Shinzei,Q11583294,,Q11583294
Q8113,Fujiwara no Haruoka,Q18234922,,Q18234922
Q8114,Fujiwara no Manatsu's daughter,Q106236776,,Q106236776
Q8115,Fujiwara no Yamakage,Q11623214,,Q11623214
Q8116,Fujiwara no Yoshifuchi,Q98734415,,Q98734415
Q8117,Fujiwara no Tokinaga,Q99517121,,Q99517121
