token	ja	zh	ko	note
Alan	アラン	艾伦	아란	attested on Wikidata (ja 111x, zh 30x)
Alana	アラナ	阿拉纳	아라나	by rule
Alarcón	アラルコン	阿拉尔孔	아라르콘	by rule
Alard	アラルド	阿拉尔德	아라르드	by rule
Alauddin	アラウディン	阿拉乌丁	아라우딘	by rule
Alau’ddin	アラウディン	阿拉乌丁	아라우딘	by rule
Alava	アラヴァ	阿拉瓦	아라바	by rule
Albalia	アルバリア	阿尔巴利阿	알바리아	by rule
Albania	アルバニア	阿尔巴尼阿	알바니아	by rule
Albarracin	アルバラシン	阿尔巴拉辛	알바르라킨	by rule
Albarracín	アルバラシン	阿尔巴拉辛	알바르라킨	by rule
Albergaria	アルベルガリア	阿尔贝尔加里阿	알베르가리아	by rule
Alberich	アルベリク	阿尔贝里克	알베리츠	by rule
Albert	アルバート	阿尔伯特	알베르트	attested on Wikidata (ja 128x, zh 22x)
Albertina	アルベルティーナ	阿尔贝尔蒂纳	알베르티나	attested on Wikidata (ja 2x)
Albertini	アルベルティニ	阿尔贝尔蒂尼	알베르티니	by rule
Alberto	アルベルト	阿尔贝托	알베르토	attested on Wikidata (ja 58x, zh 10x)
Albertsen	アルバートセン	阿尔伯特森	알베르첸	composed: Albert + -sen
Albertus	アルベルトゥス	阿尔贝尔图斯	알베르투스	attested on Wikidata (ja 4x, zh 0x)
Albi	アルビ	阿尔比	알비	by rule
Albin	アルビン	阿尔宾	알빈	by rule
Albion	アルビオン	阿尔比翁	알비온	by rule
Albo	アルボ	阿尔博	알보	by rule
Alboazar	アルボアザル	阿尔博阿扎尔	알보아자르	by rule
ALBORTA	アルボルタ	阿尔博尔塔	알보르타	by rule
Alborta	アルボルタ	阿尔博尔塔	알보르타	by rule
Albrecht	アルブレヒト	阿爾布雷希特	알브레츠트	attested on Wikidata (ja 51x, zh 7x)
Albregtson	アルブレグトソン	阿尔布雷格特松	알브렉촌	composed by rule: Albregt + -son
Albrekt	アルブレクト	阿尔布雷克特	알브레크트	by rule
Albrektsson	アルブレクトソン	阿尔布雷克特松	알브레크촌	composed by rule: Albrekt + -sson
Albret	アルブレト	阿尔布雷特	알브레트	by rule
Albretsen	アルブレトセン	阿尔布雷特森	알브레첸	composed: Albret + -sen
Alcaide	アルカイデ	阿尔卡伊德	알카이데	by rule
alcaide	アルカイデ	阿尔卡伊德	알카이데	by rule
Alcaide-mor	アルカイデモル	阿尔卡伊德莫尔	알카이데모르	by rule
alcaide-mór	アルカイデモル	阿尔卡伊德莫尔	알카이데모르	by rule
alcalde	アルカルデ	阿尔卡尔德	알칼데	by rule
Alcenius	アルセニウス	阿尔塞尼乌斯	알케뉴스	by rule
Alcetas	アルセタス	阿尔塞塔斯	알케타스	by rule
Alchin	アルキン	阿尔金	알친	by rule
Alcides	アルシデス	阿尔西德斯	알키데스	by rule
Aldager	アルダゲル	阿尔达盖尔	알다게르	by rule
Aldakanata	アルダカナタ	阿尔达卡纳塔	알다카나타	by rule
Aldebert	アルデベルト	阿尔德贝尔特	알데베르트	by rule
Aldegonde	アルデゴンデ	阿尔德贡德	알데곤데	by rule
Alden	オールデン	奥尔登	알덴	attested on Wikidata (ja 11x, zh 5x)
Alderson	アルデルソン	阿尔德尔松	알데르손	composed by rule: Alder + -son
Aldo	アルド	阿尔多	알도	by rule
Aldobrandino	アルドブランディノ	阿尔多布兰迪诺	알도브란디노	by rule
Aldud	アルドド	阿尔杜德	알두드	by rule
Alduin	アルドイン	阿尔杜因	알뒨	by rule
Aldén	アルデン	阿尔登	알덴	by rule
Aleem	アレエム	阿莱埃姆	아림	by rule
Alef	アレフ	阿莱夫	아레프	by rule
Alejandra	アレハンドラ	阿莱扬德拉	아레잔드라	attested on Wikidata (ja 2x, zh 0x)
Alejandro	アレハンドロ	亚历杭德罗	아레잔드로	attested on Wikidata (ja 22x, zh 3x)
Aleksander	アレクサンデル	亚历山大	아레크산데르	attested on Wikidata (ja 27x, zh 7x)
Aleksandersen	アレクサンデルセン	亚历山大森	아레크산데르센	composed: Aleksander + -sen
Aleksandrovich	アレクサンドロヴィチ	亚历山德罗维奇	아레크산드로비츠	attested on Wikidata (ja 8x, zh 7x)
Aleksandrovna	アレクサンドロヴナ	阿莱克桑德罗夫纳	아레크산드롭나	by rule
Aleksanteri	アレクサンテリ	阿莱克桑特里	아레크산테리	by rule
Alemannen	アレマネン	阿莱马嫩	아레만넨	by rule
Alemannien	アレマニエン	阿莱马尼恩	아레만니엔	by rule
Alemany	アレマニ	阿莱马尼	아레마니	by rule
Alemayehu	アレマイェフ	阿莱马耶胡	아레마예후	by rule
Alemayehw	アレマイェヴ	阿莱马耶夫	아레마예흐우	by rule
Alemayo	アレマヨ	阿莱马约	아레마요	by rule
Alemu	アレム	阿莱穆	아레무	by rule
Alentejo	アレンテヨ	阿伦特约	아렌테조	by rule
Aleramo	アレラーモ	阿莱拉莫	아레라모	attested on Wikidata (ja 3x, zh 0x)
Aleran	アレラン	阿莱兰	아레란	by rule
Alesand	アレサンド	阿莱桑德	아레산드	by rule
Alessandro	アレッサンドロ	亚历山德罗	아레산드로	attested on Wikidata (ja 43x, zh 13x)
Aleth	アレト	阿莱特	아레트	by rule
Alethe	アレテ	阿莱特	아레테	by rule
Alette	アレテ	阿莱特	아레테	by rule
Alex	アレックス	亚历克斯	아레그스	attested on Wikidata (ja 48x, zh 11x)
Alexander	アレクサンダー	亚历山大	아레그산데르	attested on Wikidata (ja 245x, zh 114x)
ALEXANDER	アレクスアンデル	阿莱克斯安德尔	아레그산데르	by rule
Alexandersen	アレクサンダーセン	亚历山大森	아레그산데르센	composed: Alexander + -sen
Alexandra	アレクサンドラ	亚历山德拉	아레그산드라	attested on Wikidata (ja 37x, zh 5x)
Alexandre	アレクサンドル	亚历山大	아레그산드레	attested on Wikidata (ja 39x, zh 18x)
Alexandria	アレクサンドリア	阿莱克斯安德里阿	아레그산드리아	attested on Wikidata (ja 3x, zh 0x)
Alexandrine	アレクサンドリーヌ	阿莱克斯安德里内	아레그산드리네	attested on Wikidata (ja 3x)
Alexandrovna	アレクスアンドロヴナ	阿莱克斯安德罗夫纳	아레그산드롭나	by rule
Alexeyevich	アレクスエイェヴィク	阿列克谢耶维奇	아레그세예비츠	attested on Wikidata (zh 3x)
Alexidamos	アレクスイダモス	阿莱克斯伊达莫斯	아레그시다모스	by rule
Alexios	アレクシオス	阿莱克修斯	아레그시오스	attested on Wikidata (ja 9x, zh 6x)
Alexis	アレクシス	亚历克西斯	아레그시스	attested on Wikidata (ja 14x, zh 2x)
Aleydis	アレイディス	阿莱伊迪斯	아레이디스	by rule
Alf	アルフ	阿尔夫	알프	by rule
Alfajarín	アルファヤリン	阿尔法雅林	알파자린	by rule
Alferez	アルフェレズ	阿尔费雷兹	알페레즈	by rule
Alfert	アルフェルト	阿尔费尔特	알페르트	by rule
Alfgeir	アルフゲイル	阿尔夫盖伊尔	알프게이르	by rule
Alfhild	アルフヒルド	阿尔夫希尔德	알프힐드	by rule
Alfons	アルフォンス	阿尔丰斯	알폰스	by rule
Alfonso	アルフォンソ	阿方索	알폰소	attested on Wikidata (ja 18x, zh 6x)
Alfran	アルフラン	阿尔夫兰	알프란	by rule
Alfred	アルフレッド	阿尔弗雷德	알프레드	attested on Wikidata (ja 154x, zh 45x)
Alfredo	アルフレード	阿尔弗雷多	알프레도	attested on Wikidata (ja 17x, zh 6x)
Alfredsson	アルフレッドソン	阿尔弗雷德松	알프레드손	composed: Alfred + -sson
Alfrekr	アルフレクル	阿尔夫雷克尔	알프레크르	by rule
Alfrid	アルフリド	阿尔夫里德	알프리드	by rule
Alfrida	アルフリダ	阿尔夫里达	알프리다	by rule
Alférez	アルフェレズ	阿尔费雷兹	알페레즈	by rule
Alganish	アルガニス	阿尔加尼斯	알가니스	by rule
Algirdas	アルギルダス	阿尔吉尔达斯	알기르다스	by rule
Algot	アルゴット	阿尔戈特	알고트	
Algotsdatter	アルゴトスダッテル	阿尔戈特斯达特	알고츠다테르	composed by rule: Algots + -datter
Algotsdotter	アルゴトスドッテル	阿尔戈特斯多特	알고츠도테르	composed by rule: Algots + -dotter
Algotsson	アルゴットソン	阿尔戈特松	알고촌	patronymic
Alhandra	アルハンドラ	阿尔汉德拉	알한드라	by rule
Alheid	アルヘイド	阿尔赫伊德	알헤이드	by rule
Alho	アルホ	阿尔霍	알호	by rule
Ali	アリー	阿里	아리	attested on Wikidata (ja 39x, zh 13x)
Alibasjah	アリバシャ	阿利巴沙	아리바사흐	by rule
Alice	アリス	爱丽丝	아리케	attested on Wikidata (ja 123x, zh 8x)
Alida	アリーダ	阿利达	아리다	attested on Wikidata (ja 2x)
Aligaz	アリガズ	阿利加兹	아리가즈	by rule
Alim	アリム	阿利姆	아림	by rule
Alimuddin	アリムディン	阿利穆丁	아리무딘	by rule
Alimudin	アリムディン	阿利穆丁	아리무딘	by rule
Aline	アリーヌ	阿利内	아리네	attested on Wikidata (ja 3x)
Alingan	アリンガン	阿林甘	아리안	by rule
Alison	アリソン	阿利松	아리손	composed by rule: Ali + -son
Alistair	アリスター	阿利斯塔伊尔	아리스타이르	attested on Wikidata (ja 5x, zh 0x)
ALIT	アリト	阿利特	아리트	by rule
Alitza	アリトザ	阿利特扎	아리트자	by rule
Alix	アリックス	阿利克斯	아리그스	attested on Wikidata (ja 6x, zh 0x)
Aliye	アリイェ	阿利耶	아리예	by rule
Aliyudin	アリユディン	阿利尤丁	아리유딘	by rule
Aliza	アリザ	阿利扎	아리자	by rule
Allan	アラン	艾伦	알란	attested on Wikidata (ja 39x, zh 5x)
Allen	アレン	艾伦	알렌	attested on Wikidata (ja 109x, zh 23x)
Allenstein	アレンステイン	阿伦斯特因	알렌스테인	by rule
Allison	アリソン	阿利松	알리손	composed by rule: Alli + -son
Alma	アルマ	阿尔玛	알마	
Almada	アルマダ	阿尔马达	알마다	by rule
Almaz	アルマズ	阿尔马兹	알마즈	by rule
Almeida	アルメイダ	阿尔梅达	알메이다	attested on Wikidata (ja 9x, zh 3x)
Almfyr	アルムフィル	阿尔姆菲尔	알므피르	by rule
Almgren	アルムグレン	阿尔姆格伦	알므그렌	by rule
Almirante	アルミランテ	阿尔米兰特	알미란테	by rule
almirante	アルミランテ	阿尔米兰特	알미란테	by rule
Almo	アルモ	阿尔莫	알모	by rule
Almton	アルムトン	阿尔姆通	알므톤	by rule
Almunge	アルムンゲ	阿尔蒙盖	알무에	by rule
Alnerup	アルネルプ	阿尔内鲁普	알네루프	by rule
Aloho	アロホ	阿洛霍	아로호	by rule
Aloisio	アロイージオ	阿洛伊西奥	아로이시오	attested on Wikidata (ja 2x, zh 0x)
Alon	アロン	阿隆	아론	by rule
Alonso	アロンソ	阿隆索	아론소	by rule
Alonzo	アロンゾ	阿隆佐	아론조	by rule
Alopekethen	アロペケテン	阿洛佩凯滕	아로페케텐	by rule
Alorio	アロリオ	阿洛里奥	아로리오	by rule
Aloítez	アロイテズ	阿洛伊特兹	아로이테즈	by rule
Aloítiz	アロイティズ	阿洛伊蒂兹	아로이티즈	by rule
Alpais	アルパイス	阿尔帕伊斯	알파이스	by rule
Alpaïs	アルパイス	阿尔帕伊斯	알파이스	by rule
Alpern	アルペルン	阿尔佩尔恩	알페르느	by rule
Alphaeus	アルプハエウス	阿尔普哈厄斯	알패우스	by rule
Alpheros	アルプヘロス	阿尔普赫罗斯	알페로스	by rule
Alpuim	アルプイム	阿尔普伊姆	알퓜	by rule
Alram	アルラム	阿尔拉姆	알람	by rule
Alreksson	アルレクソン	阿尔雷克松	알레크손	composed by rule: Alrek + -sson
Alrik	アルリク	阿尔里克	알리크	by rule
Alsace	アルサセ	阿尔萨塞	알사케	by rule
Alsnes	アルスネス	阿尔斯内斯	알스네스	by rule
Alstveit	アルストヴェイト	阿尔斯特韦伊特	알스트베이트	by rule
Alsvig	アルスヴィグ	阿尔斯维格	알스빅	by rule
Alsólieszkó	アルソリエスズコ	阿尔索利埃斯兹科	알소리에스코	by rule
Alt	アルト	阿尔特	알트	by rule
Altamirano	アルタミラノ	阿尔塔米拉诺	알타미라노	by rule
Altasseb	アルタセブ	阿尔塔塞布	알타셉	by rule
Altdorf	アルトドルフ	阿尔特多尔夫	알트도르프	by rule
Altena	アルテナ	阿尔特纳	알테나	by rule
Altero	アルテロ	阿尔特罗	알테로	by rule
Altgau	アルトガウ	阿尔特加乌	알트가우	by rule
Altmann	アルトマン	阿尔特曼	알트만느	attested on Wikidata (ja 2x, zh 0x)
Alton	アルトン	阿尔通	알톤	by rule
Altschuler	アルトシュレル	阿尔特舒莱尔	알츠추레르	by rule
Aluda	アルダ	阿卢达	아루다	by rule
Alusian	アルシアン	阿卢西安	아루시안	by rule
Alv	アルヴ	阿尔夫	알브	by rule
Alva	アルヴァ	阿尔瓦	알바	by rule
Alvar	アルヴァル	阿尔瓦尔	알바르	by rule
Alvarado	アルバラード	阿尔瓦拉多	알바라도	attested on Wikidata (ja 3x, zh 0x)
Alvarenga	アルヴァレンガ	阿尔瓦伦加	알바레아	by rule
Alvares	アルヴァレス	阿尔瓦雷斯	알바레스	by rule
Alvarez	アルヴァレズ	阿尔瓦雷兹	알바레즈	by rule
Alvari	アルヴァリ	阿尔瓦里	알바리	by rule
Alvaro	アルヴァロ	阿尔瓦罗	알바로	by rule
Alverslev	アルヴェルスレヴ	阿尔韦尔斯莱夫	알베르스렙	by rule
Alvestad	アルヴェスタド	阿尔韦斯塔德	알베스타드	by rule
Alvim	アルヴィム	阿尔维姆	알빔	by rule
Alvin	アルヴィン	阿尔文	알빈	by rule
Alvites	アルヴィテス	阿尔维特斯	알비테스	by rule
Alvito	アルヴィト	阿尔维托	알비토	by rule
Alvsdatter	アルヴスダッテル	阿尔夫斯达特	알브스다테르	composed by rule: Alvs + -datter
Alvsdtr.	アルヴスダッテル	阿尔夫斯达特	알브스드트르	composed by rule: Alvs + -dtr.
Alvseike	アルヴセイケ	阿尔夫塞伊凯	알브세이케	by rule
Alvsson	アルヴソン	阿尔夫松	알브손	composed by rule: Alv + -sson
Alvsvåg	アルヴスヴォーグ	阿尔夫斯沃格	알브스복	by rule
Alwyn	アルウィン	阿尔文	알위느	attested on Wikidata (ja 2x, zh 0x)
Alyse	アリセ	阿利塞	아리세	by rule
Alzate	アルザテ	阿尔扎特	알자테	by rule
Alão	アラオ	阿拉奥	아라오	by rule
Aléthée	アレテエ	阿莱特埃	아레테에	by rule
Ama	アマ	阿马	아마	by rule
Amabasajer	アマバサイェル	阿马巴萨耶尔	아마바사제르	by rule
Amal	アマル	阿马尔	아말	by rule
Amalia	アマリア	阿马利阿	아마리아	by rule
Amanda	アマンダ	阿曼达	아만다	by rule
Amangkurat	アマングクラト	阿曼库拉特	아망쿠라트	by rule
Amanuel	アマヌエル	阿马努埃尔	아마뉄	by rule
Amare	アマレ	阿马雷	아마레	by rule
Amaro	アマロ	阿马罗	아마로	by rule
Amarullah	アマルラ	阿马鲁拉	아마룰라흐	by rule
Ambar	アムバル	阿姆巴尔	암바르	by rule
AMBARINI	アムバリニ	阿姆巴里尼	암바리니	by rule
AMBARISH	アムバリス	阿姆巴里斯	암바리스	by rule
Ambarkusumo	アムバルクスモ	阿姆巴尔库苏莫	암바르쿠수모	by rule
Ambia	アムビア	阿姆比阿	암비아	by rule
Amblard	アムブラルド	阿姆布拉尔德	암브라르드	by rule
Ambroise	アンブロワーズ	安布鲁瓦兹	암브로이세	attested on Wikidata (ja 6x, zh 4x)
Ambrose	アンブローズ	安布罗斯	암브로세	attested on Wikidata (ja 18x, zh 7x)
Amdahl	アムダル	阿姆达尔	암다흐르	by rule
Amdal	アムダル	阿姆达尔	암달	by rule
Amde	アムデ	阿姆德	암데	by rule
Amdeberhan	アムデベルハン	阿姆德贝尔汉	암데베르한	by rule
Amedeo	アメデーオ	阿梅代奥	아메데오	attested on Wikidata (ja 6x, zh 2x)
Amelia	アメリア	阿梅利阿	아메리아	by rule
Amelie	アメリ	阿梅利埃	아메리에	attested on Wikidata (ja 2x)
Amelsberg	アメルスベルグ	阿梅尔斯贝尔格	아멜스베르그	by rule
AMELUNXEN	アメルンクスエン	阿梅伦克斯恩	아메룬그센	by rule
Amelunxen	アメルンクスエン	阿梅伦克斯恩	아메룬그센	by rule
Amenhotep	アメンホテプ	阿门霍特普	아멘호테프	by rule
Amer	アメル	阿梅尔	아메르	by rule
Amha	アムハ	阿姆哈	암하	by rule
AMIDJAJA	アミドヤヤ	阿米德雅雅	아미자자	by rule
Amidjaja	アミドヤヤ	阿米德雅雅	아미자자	by rule
Amiens	アミエンス	阿米恩斯	아미엔스	by rule
AMIJAYA	アミヤヤ	阿米雅雅	아미자야	by rule
Amin	アミン	阿明	아민	by rule
Aminah	アミナ	阿米纳	아미나흐	by rule
Aminoff	アミノフ	阿米诺夫	아미노프	by rule
Amir	アミール	阿米尔	아미르	attested on Wikidata (ja 6x, zh 0x)
Amira	アミラ	阿米拉	아미라	by rule
Amiram	アミラム	阿米拉姆	아미람	by rule
Amit	アミット	阿米特	아미트	attested on Wikidata (ja 3x, zh 0x)
Amland	アムランド	阿姆兰德	암란드	by rule
Amlawdd	アムラヴド	阿姆拉夫德	암라우드	by rule
Ammal	アマル	阿马尔	암말	by rule
Ammons	アモンズ	阿蒙斯	암몬스	attested on Wikidata (ja 2x, zh 0x)
Amnah	アムナ	阿姆纳	암나흐	by rule
Amnéus	アムネウス	阿姆内乌斯	암네우스	by rule
Amongpradja	アモングプラドヤ	阿蒙普拉德雅	아몽프라자	by rule
Ampel	アムペル	阿姆佩尔	암펠	by rule
Amr	アムル	阿姆尔	암르	by rule
Amral	アムラル	阿姆拉尔	암랄	by rule
Amritodana	アムリトダナ	阿姆里托达纳	암리토다나	by rule
Amschel	アムシェル	阿姆谢尔	암셀	by rule
Amund	アムンド	阿蒙德	아문드	by rule
Amundsen	アムンセン	阿蒙森	아문드센	attested on Wikidata (ja 2x, zh 4x)
Amundson	アムンドソン	阿蒙德松	아문드손	composed by rule: Amund + -son
Amundsson	アムンドソン	阿蒙德松	아문드손	composed: Amund + -sson
Amy	エイミー	艾米	아미	attested on Wikidata (ja 43x, zh 16x)
Amya	アミア	阿米阿	아먀	by rule
Amzafi	アムザフィ	阿姆扎菲	암자피	by rule
Amé	アメ	阿梅	아메	by rule
An	アン	安	안	by rule
Ana	アナ	安娜	아나	attested on Wikidata (ja 29x, zh 5x)
Anak	アナク	阿纳克	아나크	by rule
Anantrai	アナントライ	阿南特拉伊	아난트라이	by rule
Anastacia	アナスタシア	阿纳斯塔西阿	아나스타키아	by rule
